ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,Mme LABROQUERE Claudine    ,Mme MEDDAH Assia    ,Mme DEPRAZ Natalie,Mme BUZYN Agnès,M. BOULARD Geoffroy    ,M. CHRISTOPH Frédéric    ,Mme PEREZ Karina,M. BRITEL Karim    ,Mme TAÏEB Karen    ,Mme SÉNÉCHAL Laurence,Mme RÉMY-LELEU Raphaëlle,M. RUPIN Pacôme    ,Mme POL Patricia    ,M. VÉRON Aurélien    ,Mme CHAVANE Christiane    ,Mme LEWI Olivia    ,M. BERKANI Christophe    ,M. WEIL Ariel,Mme LEBRETON Anne    ,M. BULLARA Michaël    ,Mme CAMPION Singrid    ,M. SZPINER Francis,Mme SEBBAH Hanna,Mme FUSI Muriel    ,Mme MARRE Béatrice    ,Mme COPPIN Anne-Sophie,Mme NOVELLI Annie,M. DE BOUCAUD Philippe   ,Mme MAKBOUL Ourida    ,Mme BOULAY-ESPÉRONNIER Céline,Mme GIAZZI Danièle,M. ATLAN Bernard,M. VINCIGUERRA Laurent    ,M. VILLANI Cédric    ,M. GRUNENWALD Cédric,M. LETISSIER Florentin    ,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric    ,Mme ESSEMLALI Lamya    ,Mme PETIT Carine,M. LAYRÉ-CASSOU Franck    ,M. MIGUET Nicolas,M. VAUTIER Vincent,M. GOUJON Philippe    ,Mme IBLED Catherine    ,Mme ROETHLISBERGER Corinne    ,Mme NIAKATÉ Aminata    ,M. VIALE Frédéric    ,M. GUIBERT Géraud,Mme EVREN Agnès,M. DE SAINT JUST Wallerand,Mme TORANIAN Anouch,Mme DIETHELM Victoire    ,M. PRÉAU Jean    ,M. ARNOULD Alexandre    ,Mme PIAZZINI Natasha    ,M. PENINOU Mao    ,M. TIBERI Dominique    ,M. GHOSN Georges    ,M. LE GAL Eric   ,Mme LEMARDELEY Marie-Christine    ,Mme PESKINE Hélène    ,Mme BIRABEN Anne    ,M. AUDOUIN Laurent    ,Mme BERTHOUT Florence    ,Mme NAZZAL Bouchra,Mme DUCAMP Anne    ,M. BELLIARD David    ,Mme CAR Pépita,Mme RANNER-LUXIN Lise-Marie    ,Mme GARNIER Nelly    ,M. D'ETIGNY François,M. LEFORT Jacques    ,M. VAUGLIN François    ,M. ALLMANG Cédrick,M. POITOUX Guillaume    ,M. DEGBEGNI Christian    ,M. HENRY Pierre    ,M. ROËLS Hugo    ,M. RAIFAUD Sylvain    ,M. TANGUY Didier    ,Mme ZLOTNIK Atika    ,M. ZENTAR Pierre-Yves    ,M. FORT Bertil    ,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim    ,M. BONY Clément    ,M. MILLOT Georges,M. GRÉGOIRE Emmanuel    ,Mme MAGNAN Annick    ,Mme MAZETIER Sandrine,Mme MONTANDON Valérie    ,M. REBOURG Patrick,Mme ELBAZ Caroline    ,Mme PIERRE-MARIE Emmanuelle    ,M. PESCHANSKI Marc    ,Mme KIS Antoinette    ,Mme ANDREZ Olivia    ,M. PATOU Fabien    ,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,Mme HOURTOULLE-ROLLET Frédérique    ,M. SENS Romain    ,Mme MANCUSI Rossella Letizia   ,Mme DATI Rachida    ,M. BASCHET Jean-Sébastien    ,Mme BOUILLIEZ Virginie    ,M. MISSOFFE Alexandre    ,Mme FILIPPOVA Diana    ,Mme HASNAOUI Samia    ,M. GOUZERH Denis    ,M. LOUVRADOUX Frédéric    ,Mme LECASBLE Valérie    ,Mme LAPORTE Manon    ,M. PENG Chang Hua,M. AOUDIA Sofiane,Mme ZENTAR Marie-Sophie    ,M. BEN MERZOUG Amir   ,M. QNOUCH Raphaël,M. COUMET Jérôme,Mme SOUYRIS Anne    ,Mme SAULNIER Marielle    ,M. OLIVIER Jean-Baptiste    ,M. DUBOIS Jean-Michel,M. POMMEAU Michel,M. COT Guillaume    ,M. KELLER Thierry    ,M. MAURIN Pierre    ,Mme BÜRKLI Delphine    ,M. PONELLE Marc-Antoine    ,Mme CONTI Fabiola    ,M. DELANERY Côme    ,M. NGATCHA Arnaud    ,Mme BIRON Marie-Claude    ,Mme ROBIN Sophie    ,Mme BABU Hélène    ,M. GODICHEAU Pierre    ,Mme D'HAUTESERRE Jeanne    ,Mme LÉCUYER Catherine    ,Mme MICHEL Athénaïs    ,Mme CRAMBES-RICHAUD Amandine    ,Mme SEGOND Sophie    ,Mme DE HEAULME Alix   ,M. JOSSIER Benoit    ,M. COGAN Guillaume    ,Mme BORDRY Isabelle    ,M. DESPLANTES Florien,M. CHARVILLAT Arnaud,M. PLIEZ Eric,M. LEGRAND Aurélien    ,M. ZRIHEN Ariel    ,M. DIDIER François-Marie    ,M. VUONG Valéry,M. NEZZAR Rayan,Mme SIMONNET Danielle,Mme CALANDRA Frédérique    ,Mme GUHL Antoinette    ,M. DHORASOO Vikash,M. LEJOINDRE Eric,M. BOURNAZEL Pierre-Yves,M. DE GERMAIN Jérôme   ,Mme BOUX Anne-Claire    ,M. ELALOUF Lucas    ,M. GIBERT Florian    ,M. AKSAS Abdellah,M. GRANIER Rudolph,M. MAZUR Jean-Jacques,M. LISCIA Pierre,M. CAMPION Marcel,Mme DABOUSSI Hela,M. GARNIER Patrick,M. ROUXEL Olivier    ,Mme BENISTI Régina    ,M. DAGNAUD François    ,M. LERT Dan,Mme FORTEZA Paula,M. FEDERBUSCH Serge,Mme TOUBIANA Marie    ,M. EL-MARBATI Nordine    ,Mme LEGRAIN Sarah    ,M. PASQUIOU Paul    
20-37,Municipales,2020,1,2020-03-15,15,80,20,37,12,1582,526,526,4,33,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,186.0,11.0,5.0,58.0,12.0,52.0,58.0,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,
20-38,Municipales,2020,1,2020-03-15,15,80,20,38,14,1449,539,539,6,28,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,193.0,13.0,7.0,71.0,29.0,34.0,53.0,48.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,
20-39,Municipales,2020,1,2020-03-15,15,80,20,39,8,1436,464,463,2,16,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,118.0,18.0,10.0,88.0,25.0,29.0,57.0,46.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,
20-40,Municipales,2020,1,2020-03-15,15,80,20,40,7,1469,528,528,5,21,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,155.0,12.0,13.0,86.0,21.0,38.0,54.0,78.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
20-41,Municipales,2020,1,2020-03-15,15,80,20,41,13,1550,499,499,5,27,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,160.0,22.0,10.0,76.0,12.0,33.0,51.0,56.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
20-42,Municipales,2020,1,2020-03-15,15,80,20,42,19,1519,667,667,4,29,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,243.0,13.0,12.0,83.0,8.0,49.0,78.0,63.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,
20-43,Municipales,2020,1,2020-03-15,15,80,20,43,21,1811,818,820,6,40,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,301.0,15.0,7.0,94.0,9.0,51.0,102.0,101.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,
20-44,Municipales,2020,1,2020-03-15,15,80,20,44,37,1897,850,850,3,36,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,344.0,18.0,4.0,92.0,18.0,62.0,76.0,103.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,
20-45,Municipales,2020,1,2020-03-15,15,80,20,45,20,1838,820,819,4,17,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,302.0,16.0,11.0,79.0,17.0,54.0,81.0,116.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,
20-46,Municipales,2020,1,2020-03-15,15,80,20,46,14,1638,684,684,6,32,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,251.0,10.0,8.0,84.0,10.0,44.0,66.0,94.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,
20-47,Municipales,2020,1,2020-03-15,15,80,20,47,10,1623,675,675,7,29,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,253.0,12.0,9.0,69.0,9.0,53.0,77.0,80.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,
20-48,Municipales,2020,1,2020-03-15,15,80,20,48,21,1760,800,800,1,15,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,329.0,13.0,11.0,98.0,6.0,45.0,57.0,94.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,
20-49,Municipales,2020,1,2020-03-15,15,80,20,49,34,1888,852,852,2,29,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,357.0,11.0,6.0,74.0,15.0,42.0,76.0,108.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,
20-50,Municipales,2020,1,2020-03-15,15,80,20,50,29,1695,863,863,2,32,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,330.0,11.0,7.0,106.0,2.0,65.0,61.0,126.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,
20-51,Municipales,2020,1,2020-03-15,15,80,20,51,25,1771,807,808,10,29,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,302.0,14.0,20.0,117.0,9.0,54.0,44.0,119.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,
20-52,Municipales,2020,1,2020-03-15,8,80,20,52,14,1355,644,644,5,34,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,216.0,14.0,11.0,107.0,3.0,40.0,80.0,79.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,
20-53,Municipales,2020,1,2020-03-15,8,80,20,53,16,1410,682,682,4,7,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,221.0,10.0,16.0,115.0,15.0,51.0,55.0,107.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
20-54,Municipales,2020,1,2020-03-15,8,80,20,54,8,1547,453,453,10,17,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,145.0,8.0,12.0,65.0,4.0,38.0,58.0,51.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
20-55,Municipales,2020,1,2020-03-15,8,80,20,55,9,1450,434,434,9,15,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,117.0,15.0,6.0,83.0,17.0,28.0,45.0,48.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
20-56,Municipales,2020,1,2020-03-15,8,80,20,56,4,1357,423,423,2,13,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,135.0,10.0,10.0,71.0,2.0,43.0,26.0,57.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,
20-57,Municipales,2020,1,2020-03-15,8,80,20,57,21,1389,633,633,4,26,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,196.0,7.0,16.0,123.0,4.0,41.0,59.0,102.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
20-58,Municipales,2020,1,2020-03-15,6,79,20,58,29,1694,753,753,7,35,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,309.0,13.0,7.0,73.0,10.0,56.0,65.0,80.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,
20-59,Municipales,2020,1,2020-03-15,6,79,20,59,28,1734,780,783,3,50,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,267.0,9.0,3.0,91.0,4.0,52.0,95.0,100.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,
20-60,Municipales,2020,1,2020-03-15,6,79,20,60,19,1351,649,649,2,26,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,231.0,7.0,6.0,92.0,10.0,47.0,55.0,103.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
20-61,Municipales,2020,1,2020-03-15,6,79,20,61,26,1492,641,641,1,20,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,251.0,11.0,4.0,54.0,6.0,37.0,77.0,77.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,
20-62,Municipales,2020,1,2020-03-15,6,79,20,62,15,1529,545,548,2,10,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,193.0,8.0,5.0,67.0,15.0,26.0,67.0,70.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,
20-63,Municipales,2020,1,2020-03-15,6,79,20,63,9,1428,413,413,2,32,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,129.0,17.0,11.0,37.0,6.0,25.0,57.0,43.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
20-64,Municipales,2020,1,2020-03-15,6,79,20,64,10,1229,513,513,7,28,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,195.0,11.0,6.0,54.0,9.0,28.0,46.0,70.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
20-65,Municipales,2020,1,2020-03-15,6,79,20,65,14,1258,609,610,0,33,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,256.0,7.0,2.0,73.0,6.0,30.0,59.0,87.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,
20-66,Municipales,2020,1,2020-03-15,6,79,20,66,10,1217,548,551,1,9,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,193.0,13.0,4.0,72.0,2.0,49.0,52.0,82.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,
20-67,Municipales,2020,1,2020-03-15,6,79,20,67,26,1341,593,593,6,29,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,231.0,5.0,4.0,51.0,6.0,31.0,68.0,60.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,
20-68,Municipales,2020,1,2020-03-15,6,79,20,68,19,1472,583,583,3,17,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,211.0,4.0,2.0,56.0,1.0,36.0,99.0,47.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,
20-69,Municipales,2020,1,2020-03-15,6,79,20,69,18,1485,621,622,5,29,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,255.0,8.0,2.0,75.0,8.0,33.0,81.0,48.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
20-70,Municipales,2020,1,2020-03-15,6,77,20,70,20,1735,773,773,7,37,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,299.0,8.0,6.0,80.0,9.0,45.0,91.0,84.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
20-71,Municipales,2020,1,2020-03-15,6,77,20,71,31,1704,762,763,6,32,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,279.0,13.0,7.0,71.0,9.0,39.0,121.0,69.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,
20-72,Municipales,2020,1,2020-03-15,6,77,20,72,41,1676,646,646,6,37,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,240.0,7.0,6.0,50.0,7.0,37.0,115.0,53.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,
20-73,Municipales,2020,1,2020-03-15,6,77,20,73,27,1626,717,717,2,39,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,307.0,1.0,7.0,57.0,11.0,31.0,98.0,62.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,
20-74,Municipales,2020,1,2020-03-15,6,77,20,74,20,1653,723,724,4,34,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,321.0,9.0,3.0,56.0,10.0,45.0,77.0,57.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,
20-75,Municipales,2020,1,2020-03-15,6,77,20,75,13,1805,561,561,3,7,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,206.0,10.0,7.0,51.0,6.0,28.0,102.0,39.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,
20-76,Municipales,2020,1,2020-03-15,6,77,20,76,21,1973,725,725,4,18,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,325.0,9.0,6.0,46.0,10.0,30.0,107.0,66.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,
18-1,Municipales,2020,1,2020-03-15,18,70,18,1,38,1569,708,708,0,5,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,222.0,138.0,2.0,131.0,31.0,1.0,6.0,84.0,0.0,22.0,1.0,4.0,2.0,,,,,,,,,,
18-2,Municipales,2020,1,2020-03-15,18,70,18,2,20,1550,651,654,5,6,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,189.0,139.0,6.0,115.0,53.0,1.0,3.0,76.0,0.0,17.0,4.0,7.0,1.0,,,,,,,,,,
