ID_BVOTE,NUM_ARROND,TOUR,CANDIDAT,NB_VOTE
12-9,12,1,M. MILLOT Georges,1.0
12-10,12,1,M. MILLOT Georges,3.0
12-11,12,1,M. MILLOT Georges,3.0
12-12,12,1,M. MILLOT Georges,4.0
12-13,12,1,M. MILLOT Georges,5.0
12-14,12,1,M. MILLOT Georges,2.0
12-15,12,1,M. MILLOT Georges,11.0
12-16,12,1,M. MILLOT Georges,6.0
12-17,12,1,M. MILLOT Georges,5.0
12-18,12,1,M. MILLOT Georges,4.0
12-19,12,1,M. MILLOT Georges,9.0
12-20,12,1,M. MILLOT Georges,2.0
12-21,12,1,M. MILLOT Georges,5.0
12-22,12,1,M. MILLOT Georges,3.0
12-23,12,1,M. MILLOT Georges,6.0
12-24,12,1,M. MILLOT Georges,4.0
12-25,12,1,M. MILLOT Georges,2.0
12-26,12,1,M. MILLOT Georges,3.0
12-27,12,1,M. MILLOT Georges,7.0
12-28,12,1,M. MILLOT Georges,7.0
12-29,12,1,M. MILLOT Georges,1.0
12-30,12,1,M. MILLOT Georges,2.0
12-31,12,1,M. MILLOT Georges,6.0
12-32,12,1,M. MILLOT Georges,6.0
12-33,12,1,M. MILLOT Georges,3.0
12-34,12,1,M. MILLOT Georges,2.0
12-35,12,1,M. MILLOT Georges,3.0
12-36,12,1,M. MILLOT Georges,5.0
12-37,12,1,M. MILLOT Georges,9.0
12-38,12,1,M. MILLOT Georges,6.0
12-39,12,1,M. MILLOT Georges,1.0
12-40,12,1,M. MILLOT Georges,4.0
12-41,12,1,M. MILLOT Georges,2.0
12-42,12,1,M. MILLOT Georges,7.0
12-43,12,1,M. MILLOT Georges,10.0
12-44,12,1,M. MILLOT Georges,11.0
12-45,12,1,M. MILLOT Georges,6.0
12-46,12,1,M. MILLOT Georges,1.0
12-47,12,1,M. MILLOT Georges,6.0
12-48,12,1,M. MILLOT Georges,9.0
12-49,12,1,M. MILLOT Georges,6.0
12-50,12,1,M. MILLOT Georges,7.0
12-51,12,1,M. MILLOT Georges,6.0
12-52,12,1,M. MILLOT Georges,2.0
12-53,12,1,M. MILLOT Georges,4.0
12-54,12,1,M. MILLOT Georges,10.0
12-55,12,1,M. MILLOT Georges,0.0
12-56,12,1,M. MILLOT Georges,1.0
12-57,12,1,M. MILLOT Georges,6.0
12-58,12,1,M. MILLOT Georges,9.0
12-59,12,1,M. MILLOT Georges,2.0
12-60,12,1,M. MILLOT Georges,6.0
12-61,12,1,M. MILLOT Georges,7.0
12-62,12,1,M. MILLOT Georges,3.0
12-63,12,1,M. MILLOT Georges,4.0
12-64,12,1,M. MILLOT Georges,2.0
12-1,12,1,M. GRÉGOIRE Emmanuel    ,217.0
12-2,12,1,M. GRÉGOIRE Emmanuel    ,196.0
12-3,12,1,M. GRÉGOIRE Emmanuel    ,200.0
12-4,12,1,M. GRÉGOIRE Emmanuel    ,203.0
12-5,12,1,M. GRÉGOIRE Emmanuel    ,183.0
12-6,12,1,M. GRÉGOIRE Emmanuel    ,209.0
12-7,12,1,M. GRÉGOIRE Emmanuel    ,225.0
12-8,12,1,M. GRÉGOIRE Emmanuel    ,161.0
12-9,12,1,M. GRÉGOIRE Emmanuel    ,175.0
12-10,12,1,M. GRÉGOIRE Emmanuel    ,221.0
12-11,12,1,M. GRÉGOIRE Emmanuel    ,230.0
12-12,12,1,M. GRÉGOIRE Emmanuel    ,232.0
12-13,12,1,M. GRÉGOIRE Emmanuel    ,280.0
12-14,12,1,M. GRÉGOIRE Emmanuel    ,166.0
12-15,12,1,M. GRÉGOIRE Emmanuel    ,253.0
12-16,12,1,M. GRÉGOIRE Emmanuel    ,176.0
12-17,12,1,M. GRÉGOIRE Emmanuel    ,165.0
12-18,12,1,M. GRÉGOIRE Emmanuel    ,249.0
12-19,12,1,M. GRÉGOIRE Emmanuel    ,214.0
12-20,12,1,M. GRÉGOIRE Emmanuel    ,214.0
12-21,12,1,M. GRÉGOIRE Emmanuel    ,222.0
12-22,12,1,M. GRÉGOIRE Emmanuel    ,190.0
12-23,12,1,M. GRÉGOIRE Emmanuel    ,158.0
12-24,12,1,M. GRÉGOIRE Emmanuel    ,203.0
12-25,12,1,M. GRÉGOIRE Emmanuel    ,194.0
12-26,12,1,M. GRÉGOIRE Emmanuel    ,157.0
12-27,12,1,M. GRÉGOIRE Emmanuel    ,211.0
12-28,12,1,M. GRÉGOIRE Emmanuel    ,157.0
12-29,12,1,M. GRÉGOIRE Emmanuel    ,126.0
12-30,12,1,M. GRÉGOIRE Emmanuel    ,203.0
12-31,12,1,M. GRÉGOIRE Emmanuel    ,214.0
12-32,12,1,M. GRÉGOIRE Emmanuel    ,208.0
12-33,12,1,M. GRÉGOIRE Emmanuel    ,182.0
12-34,12,1,M. GRÉGOIRE Emmanuel    ,189.0
12-35,12,1,M. GRÉGOIRE Emmanuel    ,170.0
12-36,12,1,M. GRÉGOIRE Emmanuel    ,163.0
12-37,12,1,M. GRÉGOIRE Emmanuel    ,167.0
12-38,12,1,M. GRÉGOIRE Emmanuel    ,197.0
12-39,12,1,M. GRÉGOIRE Emmanuel    ,137.0
12-40,12,1,M. GRÉGOIRE Emmanuel    ,195.0
12-41,12,1,M. GRÉGOIRE Emmanuel    ,192.0
12-42,12,1,M. GRÉGOIRE Emmanuel    ,197.0
12-43,12,1,M. GRÉGOIRE Emmanuel    ,106.0
12-44,12,1,M. GRÉGOIRE Emmanuel    ,179.0
12-45,12,1,M. GRÉGOIRE Emmanuel    ,132.0
12-46,12,1,M. GRÉGOIRE Emmanuel    ,188.0
12-47,12,1,M. GRÉGOIRE Emmanuel    ,152.0
12-48,12,1,M. GRÉGOIRE Emmanuel    ,194.0
12-49,12,1,M. GRÉGOIRE Emmanuel    ,253.0
12-50,12,1,M. GRÉGOIRE Emmanuel    ,229.0
12-51,12,1,M. GRÉGOIRE Emmanuel    ,223.0
12-52,12,1,M. GRÉGOIRE Emmanuel    ,204.0
12-53,12,1,M. GRÉGOIRE Emmanuel    ,307.0
12-54,12,1,M. GRÉGOIRE Emmanuel    ,170.0
12-55,12,1,M. GRÉGOIRE Emmanuel    ,289.0
12-56,12,1,M. GRÉGOIRE Emmanuel    ,285.0
12-57,12,1,M. GRÉGOIRE Emmanuel    ,273.0
12-58,12,1,M. GRÉGOIRE Emmanuel    ,308.0
12-59,12,1,M. GRÉGOIRE Emmanuel    ,223.0
12-60,12,1,M. GRÉGOIRE Emmanuel    ,218.0
12-61,12,1,M. GRÉGOIRE Emmanuel    ,211.0
12-62,12,1,M. GRÉGOIRE Emmanuel    ,306.0
12-63,12,1,M. GRÉGOIRE Emmanuel    ,191.0
12-64,12,1,M. GRÉGOIRE Emmanuel    ,207.0
12-1,12,1,Mme MAGNAN Annick    ,4.0
12-2,12,1,Mme MAGNAN Annick    ,10.0
12-3,12,1,Mme MAGNAN Annick    ,9.0
12-4,12,1,Mme MAGNAN Annick    ,4.0
12-5,12,1,Mme MAGNAN Annick    ,12.0
12-6,12,1,Mme MAGNAN Annick    ,6.0
12-7,12,1,Mme MAGNAN Annick    ,5.0
12-8,12,1,Mme MAGNAN Annick    ,7.0
12-9,12,1,Mme MAGNAN Annick    ,9.0
12-10,12,1,Mme MAGNAN Annick    ,3.0
12-11,12,1,Mme MAGNAN Annick    ,7.0
12-12,12,1,Mme MAGNAN Annick    ,13.0
12-13,12,1,Mme MAGNAN Annick    ,6.0
12-14,12,1,Mme MAGNAN Annick    ,9.0
12-15,12,1,Mme MAGNAN Annick    ,6.0
12-16,12,1,Mme MAGNAN Annick    ,5.0
12-17,12,1,Mme MAGNAN Annick    ,6.0
12-18,12,1,Mme MAGNAN Annick    ,2.0
12-19,12,1,Mme MAGNAN Annick    ,4.0
12-20,12,1,Mme MAGNAN Annick    ,4.0
12-21,12,1,Mme MAGNAN Annick    ,11.0
12-22,12,1,Mme MAGNAN Annick    ,5.0
12-23,12,1,Mme MAGNAN Annick    ,1.0
12-24,12,1,Mme MAGNAN Annick    ,1.0
12-25,12,1,Mme MAGNAN Annick    ,2.0
12-26,12,1,Mme MAGNAN Annick    ,5.0
12-27,12,1,Mme MAGNAN Annick    ,9.0
12-28,12,1,Mme MAGNAN Annick    ,3.0
12-29,12,1,Mme MAGNAN Annick    ,8.0
12-30,12,1,Mme MAGNAN Annick    ,5.0
12-31,12,1,Mme MAGNAN Annick    ,2.0
12-32,12,1,Mme MAGNAN Annick    ,1.0
12-33,12,1,Mme MAGNAN Annick    ,8.0
12-34,12,1,Mme MAGNAN Annick    ,7.0
12-35,12,1,Mme MAGNAN Annick    ,8.0
12-36,12,1,Mme MAGNAN Annick    ,10.0
12-37,12,1,Mme MAGNAN Annick    ,6.0
12-38,12,1,Mme MAGNAN Annick    ,7.0
12-39,12,1,Mme MAGNAN Annick    ,4.0
12-40,12,1,Mme MAGNAN Annick    ,5.0
12-41,12,1,Mme MAGNAN Annick    ,8.0
12-42,12,1,Mme MAGNAN Annick    ,2.0
12-43,12,1,Mme MAGNAN Annick    ,7.0
12-44,12,1,Mme MAGNAN Annick    ,7.0
12-45,12,1,Mme MAGNAN Annick    ,5.0
12-46,12,1,Mme MAGNAN Annick    ,7.0
12-47,12,1,Mme MAGNAN Annick    ,5.0
12-48,12,1,Mme MAGNAN Annick    ,4.0
12-49,12,1,Mme MAGNAN Annick    ,6.0
12-50,12,1,Mme MAGNAN Annick    ,7.0
12-51,12,1,Mme MAGNAN Annick    ,6.0
12-52,12,1,Mme MAGNAN Annick    ,1.0
12-53,12,1,Mme MAGNAN Annick    ,7.0
12-54,12,1,Mme MAGNAN Annick    ,13.0
12-55,12,1,Mme MAGNAN Annick    ,6.0
12-56,12,1,Mme MAGNAN Annick    ,2.0
12-57,12,1,Mme MAGNAN Annick    ,9.0
12-58,12,1,Mme MAGNAN Annick    ,9.0
12-59,12,1,Mme MAGNAN Annick    ,6.0
12-60,12,1,Mme MAGNAN Annick    ,8.0
12-61,12,1,Mme MAGNAN Annick    ,7.0
12-62,12,1,Mme MAGNAN Annick    ,8.0
12-63,12,1,Mme MAGNAN Annick    ,7.0
12-64,12,1,Mme MAGNAN Annick    ,8.0
12-1,12,1,Mme MAZETIER Sandrine,99.0
12-2,12,1,Mme MAZETIER Sandrine,83.0
12-3,12,1,Mme MAZETIER Sandrine,101.0
12-4,12,1,Mme MAZETIER Sandrine,97.0
12-5,12,1,Mme MAZETIER Sandrine,108.0
12-6,12,1,Mme MAZETIER Sandrine,107.0
12-7,12,1,Mme MAZETIER Sandrine,160.0
12-8,12,1,Mme MAZETIER Sandrine,102.0
12-9,12,1,Mme MAZETIER Sandrine,62.0
12-10,12,1,Mme MAZETIER Sandrine,100.0
12-11,12,1,Mme MAZETIER Sandrine,95.0
12-12,12,1,Mme MAZETIER Sandrine,130.0
12-13,12,1,Mme MAZETIER Sandrine,93.0
12-14,12,1,Mme MAZETIER Sandrine,111.0
12-15,12,1,Mme MAZETIER Sandrine,93.0
12-16,12,1,Mme MAZETIER Sandrine,117.0
12-17,12,1,Mme MAZETIER Sandrine,112.0
12-18,12,1,Mme MAZETIER Sandrine,91.0
12-19,12,1,Mme MAZETIER Sandrine,110.0
12-20,12,1,Mme MAZETIER Sandrine,115.0
12-21,12,1,Mme MAZETIER Sandrine,114.0
12-22,12,1,Mme MAZETIER Sandrine,57.0
12-23,12,1,Mme MAZETIER Sandrine,99.0
12-24,12,1,Mme MAZETIER Sandrine,98.0
12-25,12,1,Mme MAZETIER Sandrine,91.0
12-26,12,1,Mme MAZETIER Sandrine,118.0
12-27,12,1,Mme MAZETIER Sandrine,91.0
12-28,12,1,Mme MAZETIER Sandrine,87.0
12-29,12,1,Mme MAZETIER Sandrine,104.0
12-30,12,1,Mme MAZETIER Sandrine,112.0
12-31,12,1,Mme MAZETIER Sandrine,113.0
12-32,12,1,Mme MAZETIER Sandrine,100.0
12-33,12,1,Mme MAZETIER Sandrine,106.0
12-34,12,1,Mme MAZETIER Sandrine,154.0
12-35,12,1,Mme MAZETIER Sandrine,156.0
12-36,12,1,Mme MAZETIER Sandrine,76.0
12-37,12,1,Mme MAZETIER Sandrine,103.0
12-38,12,1,Mme MAZETIER Sandrine,99.0
12-39,12,1,Mme MAZETIER Sandrine,80.0
12-40,12,1,Mme MAZETIER Sandrine,89.0
12-41,12,1,Mme MAZETIER Sandrine,124.0
12-42,12,1,Mme MAZETIER Sandrine,88.0
12-43,12,1,Mme MAZETIER Sandrine,70.0
12-44,12,1,Mme MAZETIER Sandrine,105.0
12-45,12,1,Mme MAZETIER Sandrine,54.0
12-46,12,1,Mme MAZETIER Sandrine,83.0
12-47,12,1,Mme MAZETIER Sandrine,91.0
12-48,12,1,Mme MAZETIER Sandrine,77.0
12-49,12,1,Mme MAZETIER Sandrine,119.0
12-50,12,1,Mme MAZETIER Sandrine,77.0
12-51,12,1,Mme MAZETIER Sandrine,103.0
12-52,12,1,Mme MAZETIER Sandrine,113.0
12-53,12,1,Mme MAZETIER Sandrine,178.0
12-54,12,1,Mme MAZETIER Sandrine,94.0
12-55,12,1,Mme MAZETIER Sandrine,101.0
12-56,12,1,Mme MAZETIER Sandrine,114.0
12-57,12,1,Mme MAZETIER Sandrine,93.0
12-58,12,1,Mme MAZETIER Sandrine,99.0
12-59,12,1,Mme MAZETIER Sandrine,98.0
12-60,12,1,Mme MAZETIER Sandrine,87.0
12-61,12,1,Mme MAZETIER Sandrine,95.0
12-62,12,1,Mme MAZETIER Sandrine,90.0
12-63,12,1,Mme MAZETIER Sandrine,73.0
12-64,12,1,Mme MAZETIER Sandrine,105.0
12-1,12,1,Mme MONTANDON Valérie    ,126.0
12-2,12,1,Mme MONTANDON Valérie    ,103.0
12-3,12,1,Mme MONTANDON Valérie    ,130.0
12-4,12,1,Mme MONTANDON Valérie    ,123.0
12-5,12,1,Mme MONTANDON Valérie    ,196.0
12-6,12,1,Mme MONTANDON Valérie    ,173.0
12-7,12,1,Mme MONTANDON Valérie    ,230.0
12-8,12,1,Mme MONTANDON Valérie    ,145.0
12-9,12,1,Mme MONTANDON Valérie    ,111.0
12-10,12,1,Mme MONTANDON Valérie    ,117.0
12-11,12,1,Mme MONTANDON Valérie    ,148.0
12-12,12,1,Mme MONTANDON Valérie    ,123.0
12-13,12,1,Mme MONTANDON Valérie    ,126.0
12-14,12,1,Mme MONTANDON Valérie    ,153.0
12-15,12,1,Mme MONTANDON Valérie    ,136.0
12-16,12,1,Mme MONTANDON Valérie    ,177.0
12-17,12,1,Mme MONTANDON Valérie    ,175.0
12-18,12,1,Mme MONTANDON Valérie    ,148.0
12-19,12,1,Mme MONTANDON Valérie    ,132.0
12-20,12,1,Mme MONTANDON Valérie    ,152.0
12-21,12,1,Mme MONTANDON Valérie    ,149.0
12-22,12,1,Mme MONTANDON Valérie    ,134.0
12-23,12,1,Mme MONTANDON Valérie    ,143.0
12-24,12,1,Mme MONTANDON Valérie    ,105.0
12-25,12,1,Mme MONTANDON Valérie    ,169.0
12-26,12,1,Mme MONTANDON Valérie    ,170.0
12-27,12,1,Mme MONTANDON Valérie    ,145.0
12-28,12,1,Mme MONTANDON Valérie    ,151.0
12-29,12,1,Mme MONTANDON Valérie    ,159.0
12-30,12,1,Mme MONTANDON Valérie    ,178.0
12-31,12,1,Mme MONTANDON Valérie    ,169.0
12-32,12,1,Mme MONTANDON Valérie    ,162.0
12-33,12,1,Mme MONTANDON Valérie    ,158.0
12-34,12,1,Mme MONTANDON Valérie    ,192.0
12-35,12,1,Mme MONTANDON Valérie    ,218.0
12-36,12,1,Mme MONTANDON Valérie    ,164.0
12-37,12,1,Mme MONTANDON Valérie    ,127.0
12-38,12,1,Mme MONTANDON Valérie    ,146.0
12-39,12,1,Mme MONTANDON Valérie    ,140.0
12-40,12,1,Mme MONTANDON Valérie    ,118.0
12-41,12,1,Mme MONTANDON Valérie    ,125.0
12-42,12,1,Mme MONTANDON Valérie    ,132.0
12-43,12,1,Mme MONTANDON Valérie    ,122.0
12-44,12,1,Mme MONTANDON Valérie    ,167.0
12-45,12,1,Mme MONTANDON Valérie    ,135.0
12-46,12,1,Mme MONTANDON Valérie    ,142.0
12-47,12,1,Mme MONTANDON Valérie    ,107.0
12-48,12,1,Mme MONTANDON Valérie    ,92.0
12-49,12,1,Mme MONTANDON Valérie    ,132.0
12-50,12,1,Mme MONTANDON Valérie    ,116.0
12-51,12,1,Mme MONTANDON Valérie    ,118.0
12-52,12,1,Mme MONTANDON Valérie    ,109.0
12-53,12,1,Mme MONTANDON Valérie    ,142.0
12-54,12,1,Mme MONTANDON Valérie    ,108.0
12-55,12,1,Mme MONTANDON Valérie    ,116.0
12-56,12,1,Mme MONTANDON Valérie    ,109.0
12-57,12,1,Mme MONTANDON Valérie    ,86.0
12-58,12,1,Mme MONTANDON Valérie    ,109.0
12-59,12,1,Mme MONTANDON Valérie    ,116.0
12-60,12,1,Mme MONTANDON Valérie    ,93.0
12-61,12,1,Mme MONTANDON Valérie    ,165.0
12-62,12,1,Mme MONTANDON Valérie    ,95.0
12-63,12,1,Mme MONTANDON Valérie    ,138.0
12-64,12,1,Mme MONTANDON Valérie    ,140.0
12-1,12,1,M. REBOURG Patrick,37.0
12-2,12,1,M. REBOURG Patrick,46.0
12-3,12,1,M. REBOURG Patrick,42.0
12-4,12,1,M. REBOURG Patrick,30.0
12-5,12,1,M. REBOURG Patrick,55.0
12-6,12,1,M. REBOURG Patrick,54.0
12-7,12,1,M. REBOURG Patrick,62.0
12-8,12,1,M. REBOURG Patrick,47.0
12-9,12,1,M. REBOURG Patrick,41.0
12-10,12,1,M. REBOURG Patrick,56.0
12-11,12,1,M. REBOURG Patrick,44.0
12-12,12,1,M. REBOURG Patrick,67.0
12-13,12,1,M. REBOURG Patrick,70.0
12-14,12,1,M. REBOURG Patrick,53.0
12-15,12,1,M. REBOURG Patrick,39.0
12-16,12,1,M. REBOURG Patrick,50.0
12-17,12,1,M. REBOURG Patrick,54.0
12-18,12,1,M. REBOURG Patrick,54.0
12-19,12,1,M. REBOURG Patrick,46.0
12-20,12,1,M. REBOURG Patrick,70.0
12-21,12,1,M. REBOURG Patrick,58.0
12-22,12,1,M. REBOURG Patrick,34.0
12-23,12,1,M. REBOURG Patrick,35.0
12-24,12,1,M. REBOURG Patrick,46.0
12-25,12,1,M. REBOURG Patrick,41.0
12-26,12,1,M. REBOURG Patrick,42.0
12-27,12,1,M. REBOURG Patrick,46.0
12-28,12,1,M. REBOURG Patrick,30.0
12-29,12,1,M. REBOURG Patrick,41.0
12-30,12,1,M. REBOURG Patrick,43.0
12-31,12,1,M. REBOURG Patrick,51.0
12-32,12,1,M. REBOURG Patrick,59.0
12-33,12,1,M. REBOURG Patrick,60.0
12-34,12,1,M. REBOURG Patrick,72.0
12-35,12,1,M. REBOURG Patrick,54.0
12-36,12,1,M. REBOURG Patrick,46.0
12-37,12,1,M. REBOURG Patrick,37.0
12-38,12,1,M. REBOURG Patrick,92.0
12-39,12,1,M. REBOURG Patrick,55.0
12-40,12,1,M. REBOURG Patrick,51.0
12-41,12,1,M. REBOURG Patrick,33.0
12-42,12,1,M. REBOURG Patrick,49.0
12-43,12,1,M. REBOURG Patrick,24.0
12-44,12,1,M. REBOURG Patrick,47.0
12-45,12,1,M. REBOURG Patrick,32.0
12-46,12,1,M. REBOURG Patrick,33.0
12-47,12,1,M. REBOURG Patrick,42.0
12-48,12,1,M. REBOURG Patrick,35.0
12-49,12,1,M. REBOURG Patrick,47.0
12-50,12,1,M. REBOURG Patrick,53.0
12-51,12,1,M. REBOURG Patrick,51.0
12-52,12,1,M. REBOURG Patrick,36.0
12-53,12,1,M. REBOURG Patrick,63.0
12-54,12,1,M. REBOURG Patrick,27.0
12-55,12,1,M. REBOURG Patrick,47.0
12-56,12,1,M. REBOURG Patrick,58.0
12-57,12,1,M. REBOURG Patrick,58.0
12-58,12,1,M. REBOURG Patrick,54.0
12-59,12,1,M. REBOURG Patrick,38.0
12-60,12,1,M. REBOURG Patrick,39.0
12-61,12,1,M. REBOURG Patrick,59.0
12-62,12,1,M. REBOURG Patrick,39.0
12-63,12,1,M. REBOURG Patrick,40.0
12-64,12,1,M. REBOURG Patrick,74.0
12-1,12,1,Mme ELBAZ Caroline    ,2.0
12-2,12,1,Mme ELBAZ Caroline    ,3.0
12-3,12,1,Mme ELBAZ Caroline    ,6.0
12-4,12,1,Mme ELBAZ Caroline    ,2.0
12-5,12,1,Mme ELBAZ Caroline    ,2.0
12-6,12,1,Mme ELBAZ Caroline    ,3.0
12-7,12,1,Mme ELBAZ Caroline    ,3.0
12-8,12,1,Mme ELBAZ Caroline    ,7.0
12-9,12,1,Mme ELBAZ Caroline    ,4.0
12-10,12,1,Mme ELBAZ Caroline    ,2.0
12-11,12,1,Mme ELBAZ Caroline    ,5.0
12-12,12,1,Mme ELBAZ Caroline    ,4.0
12-13,12,1,Mme ELBAZ Caroline    ,8.0
12-14,12,1,Mme ELBAZ Caroline    ,4.0
12-15,12,1,Mme ELBAZ Caroline    ,3.0
12-16,12,1,Mme ELBAZ Caroline    ,5.0
12-17,12,1,Mme ELBAZ Caroline    ,3.0
12-18,12,1,Mme ELBAZ Caroline    ,3.0
12-19,12,1,Mme ELBAZ Caroline    ,4.0
12-20,12,1,Mme ELBAZ Caroline    ,3.0
12-21,12,1,Mme ELBAZ Caroline    ,3.0
12-22,12,1,Mme ELBAZ Caroline    ,7.0
12-23,12,1,Mme ELBAZ Caroline    ,4.0
12-24,12,1,Mme ELBAZ Caroline    ,5.0
12-25,12,1,Mme ELBAZ Caroline    ,6.0
12-26,12,1,Mme ELBAZ Caroline    ,7.0
12-27,12,1,Mme ELBAZ Caroline    ,8.0
12-28,12,1,Mme ELBAZ Caroline    ,8.0
12-29,12,1,Mme ELBAZ Caroline    ,6.0
12-30,12,1,Mme ELBAZ Caroline    ,1.0
12-31,12,1,Mme ELBAZ Caroline    ,3.0
12-32,12,1,Mme ELBAZ Caroline    ,5.0
12-33,12,1,Mme ELBAZ Caroline    ,6.0
12-34,12,1,Mme ELBAZ Caroline    ,2.0
12-35,12,1,Mme ELBAZ Caroline    ,4.0
12-36,12,1,Mme ELBAZ Caroline    ,10.0
12-37,12,1,Mme ELBAZ Caroline    ,3.0
12-38,12,1,Mme ELBAZ Caroline    ,6.0
12-39,12,1,Mme ELBAZ Caroline    ,3.0
12-40,12,1,Mme ELBAZ Caroline    ,4.0
12-41,12,1,Mme ELBAZ Caroline    ,2.0
12-42,12,1,Mme ELBAZ Caroline    ,5.0
12-43,12,1,Mme ELBAZ Caroline    ,7.0
12-44,12,1,Mme ELBAZ Caroline    ,4.0
12-45,12,1,Mme ELBAZ Caroline    ,5.0
12-46,12,1,Mme ELBAZ Caroline    ,7.0
12-47,12,1,Mme ELBAZ Caroline    ,2.0
12-48,12,1,Mme ELBAZ Caroline    ,3.0
12-49,12,1,Mme ELBAZ Caroline    ,1.0
12-50,12,1,Mme ELBAZ Caroline    ,3.0
12-51,12,1,Mme ELBAZ Caroline    ,3.0
12-52,12,1,Mme ELBAZ Caroline    ,2.0
12-53,12,1,Mme ELBAZ Caroline    ,6.0
12-54,12,1,Mme ELBAZ Caroline    ,9.0
12-55,12,1,Mme ELBAZ Caroline    ,3.0
12-56,12,1,Mme ELBAZ Caroline    ,10.0
12-57,12,1,Mme ELBAZ Caroline    ,2.0
12-58,12,1,Mme ELBAZ Caroline    ,1.0
12-59,12,1,Mme ELBAZ Caroline    ,5.0
12-60,12,1,Mme ELBAZ Caroline    ,1.0
12-61,12,1,Mme ELBAZ Caroline    ,8.0
12-62,12,1,Mme ELBAZ Caroline    ,4.0
12-63,12,1,Mme ELBAZ Caroline    ,3.0
12-64,12,1,Mme ELBAZ Caroline    ,5.0
12-1,12,1,Mme PIERRE-MARIE Emmanuelle    ,80.0
12-2,12,1,Mme PIERRE-MARIE Emmanuelle    ,76.0
12-3,12,1,Mme PIERRE-MARIE Emmanuelle    ,65.0
12-4,12,1,Mme PIERRE-MARIE Emmanuelle    ,64.0
12-5,12,1,Mme PIERRE-MARIE Emmanuelle    ,69.0
12-6,12,1,Mme PIERRE-MARIE Emmanuelle    ,67.0
12-7,12,1,Mme PIERRE-MARIE Emmanuelle    ,78.0
12-8,12,1,Mme PIERRE-MARIE Emmanuelle    ,57.0
12-9,12,1,Mme PIERRE-MARIE Emmanuelle    ,58.0
12-10,12,1,Mme PIERRE-MARIE Emmanuelle    ,89.0
12-11,12,1,Mme PIERRE-MARIE Emmanuelle    ,67.0
12-12,12,1,Mme PIERRE-MARIE Emmanuelle    ,78.0
12-13,12,1,Mme PIERRE-MARIE Emmanuelle    ,87.0
12-14,12,1,Mme PIERRE-MARIE Emmanuelle    ,58.0
12-15,12,1,Mme PIERRE-MARIE Emmanuelle    ,69.0
12-16,12,1,Mme PIERRE-MARIE Emmanuelle    ,69.0
12-17,12,1,Mme PIERRE-MARIE Emmanuelle    ,53.0
12-18,12,1,Mme PIERRE-MARIE Emmanuelle    ,90.0
12-19,12,1,Mme PIERRE-MARIE Emmanuelle    ,63.0
12-20,12,1,Mme PIERRE-MARIE Emmanuelle    ,67.0
12-21,12,1,Mme PIERRE-MARIE Emmanuelle    ,69.0
12-22,12,1,Mme PIERRE-MARIE Emmanuelle    ,62.0
12-23,12,1,Mme PIERRE-MARIE Emmanuelle    ,59.0
12-24,12,1,Mme PIERRE-MARIE Emmanuelle    ,96.0
12-25,12,1,Mme PIERRE-MARIE Emmanuelle    ,77.0
12-26,12,1,Mme PIERRE-MARIE Emmanuelle    ,83.0
12-27,12,1,Mme PIERRE-MARIE Emmanuelle    ,95.0
12-28,12,1,Mme PIERRE-MARIE Emmanuelle    ,81.0
12-29,12,1,Mme PIERRE-MARIE Emmanuelle    ,64.0
12-30,12,1,Mme PIERRE-MARIE Emmanuelle    ,64.0
12-31,12,1,Mme PIERRE-MARIE Emmanuelle    ,80.0
12-32,12,1,Mme PIERRE-MARIE Emmanuelle    ,91.0
12-33,12,1,Mme PIERRE-MARIE Emmanuelle    ,72.0
12-34,12,1,Mme PIERRE-MARIE Emmanuelle    ,91.0
12-35,12,1,Mme PIERRE-MARIE Emmanuelle    ,75.0
12-36,12,1,Mme PIERRE-MARIE Emmanuelle    ,44.0
12-37,12,1,Mme PIERRE-MARIE Emmanuelle    ,49.0
12-38,12,1,Mme PIERRE-MARIE Emmanuelle    ,74.0
12-39,12,1,Mme PIERRE-MARIE Emmanuelle    ,65.0
12-40,12,1,Mme PIERRE-MARIE Emmanuelle    ,72.0
12-41,12,1,Mme PIERRE-MARIE Emmanuelle    ,71.0
12-42,12,1,Mme PIERRE-MARIE Emmanuelle    ,67.0
12-43,12,1,Mme PIERRE-MARIE Emmanuelle    ,64.0
12-44,12,1,Mme PIERRE-MARIE Emmanuelle    ,66.0
12-45,12,1,Mme PIERRE-MARIE Emmanuelle    ,27.0
12-46,12,1,Mme PIERRE-MARIE Emmanuelle    ,92.0
12-47,12,1,Mme PIERRE-MARIE Emmanuelle    ,62.0
12-48,12,1,Mme PIERRE-MARIE Emmanuelle    ,74.0
12-49,12,1,Mme PIERRE-MARIE Emmanuelle    ,97.0
12-50,12,1,Mme PIERRE-MARIE Emmanuelle    ,87.0
12-51,12,1,Mme PIERRE-MARIE Emmanuelle    ,61.0
12-52,12,1,Mme PIERRE-MARIE Emmanuelle    ,90.0
12-53,12,1,Mme PIERRE-MARIE Emmanuelle    ,95.0
12-54,12,1,Mme PIERRE-MARIE Emmanuelle    ,48.0
12-55,12,1,Mme PIERRE-MARIE Emmanuelle    ,90.0
12-56,12,1,Mme PIERRE-MARIE Emmanuelle    ,85.0
12-57,12,1,Mme PIERRE-MARIE Emmanuelle    ,86.0
12-58,12,1,Mme PIERRE-MARIE Emmanuelle    ,76.0
